gene	AGI	CATMA	2	4	6	8	10	12	14	16	18	20	22	24	26	28	30	32	34	36	38	40	42	44	46	48	2	4	6	8	10	12	14	16	18	20	22	24	26	28	30	32	34	36	38	40	42	44	46	48	2	4	6	8	10	12	14	16	18	20	22	24	26	28	30	32	34	36	38	40	42	44	46	48	2	4	6	8	10	12	14	16	18	20	22	24	26	28	30	32	34	36	38	40	42	44	46	48
LHY	AT1G01060	CATMA1a00045	363.833619	308.8276342	328.1664155	788.9840894	3068.767497	2543.093764	6521.181009	16943.63117	21522.57941	17572.52833	695.9138641	477.184553	269.9456877	220.8895201	371.6219852	663.9843202	1328.274207	1052.375615	6389.900185	9725.134651	14388.98213	7589.542043	2362.952904	764.467775	394.1629596	306.1860353	522.2278485	1513.329377	1461.388344	4463.468812	13575.75525	14111.27162	13752.88614	15228.44803	1504.944658	810.4489515	308.806664	363.2008941	228.8261998	641.0896566	881.2313647	713.4313808	1545.042759	4425.85558	8028.643062	10069.27332	1932.631117	571.5006916	288.5715125	185.283753	342.3392711	1074.910227	1882.704991	6498.50124	15576.2547	15163.32363	8732.975697	16925.9154	1148.194066	550.8903324	354.384732	311.1930241	262.0439417	781.161792	1742.922808	1168.476238	4586.349934	3060.826725	5155.820279	13551.17885	1672.489966	571.5854468	356.3104841	280.4147909	526.1161546	1316.404274	573.1028105	3677.37883	10406.62731	18401.14909	24674.0035	16615.70584	1205.867802	511.0203034	307.2138571	375.679915	560.6358941	558.9102733	2271.925135	1255.78332	2122.915129	15592.85182	12810.12249	12574.55958	2493.252878	686.6771511
CCA1	AT2G46830	CATMA2A45275	262.477084	171.2170309	30.91001579	274.3506712	284.5414937	165.5113456	212.5998108	1275.297437	1087.509471	1412.828886	149.1107967	134.4414637	183.3284067	123.2500463	4.62372359	196.2598021	236.9008271	208.5889571	125.2586222	821.4313456	2214.364356	448.0639818	600.6909095	160.749482	320.1803232	155.2510012	108.2185431	269.8813982	193.3499056	304.2324762	502.9623923	902.2869452	1159.643265	780.5386993	126.0892181	173.44375	98.70697635	174.536497	113.3244167	141.3011556	149.223133	224.6263238	366.1301462	577.2165819	362.1269967	491.8322146	251.0257474	290.2135219	176.8479015	65.12295539	71.19741034	67.62019193	104.8269624	107.6992024	400.9693429	572.5249721	575.3662886	86.27943506	55.99810067	91.29326154	269.435042	558.9689666	88.84183663	53.96930437	433.4940553	143.6854422	190.4341763	122.1515367	291.495864	826.7832397	455.5069136	78.78440974	251.4889028	148.4699714	219.1838017	228.4803118	134.3464116	278.7981831	407.435559	2864.478452	4062.46661	1514.195552	385.4230421	216.3124193	214.883944	121.6854351	102.8044201	154.3951608	87.61200409	135.4923608	307.474312	1594.501887	1288.938675	2281.616904	605.8041643	212.6343927
PRR9	AT2G46790	CATMA2A45100	301.6480653	217.8965274	297.7310033	370.6333679	297.5830233	274.2176506	270.982107	374.9019665	199.1107089	600.1162165	550.2451063	292.2416678	291.2705024	257.0782668	195.1561554	329.13259	125.024252	137.5787398	298.3202097	362.7021691	234.6155765	509.5803573	867.1264838	452.5992859	345.5572206	145.853788	311.426635	139.5199499	407.1992573	239.5591862	231.5813619	195.9663551	213.4392738	424.5703237	384.8756253	630.0681684	326.3055718	270.5593461	308.0076456	237.1308316	217.4264186	153.7051724	257.2359351	452.553758	277.4613876	521.761672	617.5679142	604.0587865	456.5926216	340.2264975	119.4910261	191.9886666	268.0075617	482.921786	213.6311088	241.6298521	402.1383022	281.2283168	387.4066335	410.5077071	426.2511183	189.4607472	273.3785137	178.0139333	231.0601871	258.3011571	127.9701314	212.3383818	816.8261696	1057.546687	723.7145949	546.3529974	266.6179915	462.3771367	319.0941034	255.6781253	199.2894868	306.2037695	518.6121271	186.7642364	353.0156537	868.3497658	494.9889891	451.2393424	341.2445155	285.4755629	423.8119703	329.1692378	232.5075315	386.5060873	197.0413384	205.7271932	354.3595991	401.7497776	489.0743538	673.5154741
PRR7	AT5G02810	CATMA5a01890	986.9191983	542.9681311	447.330191	264.6087275	173.0376298	140.8065021	53.81648023	156.671144	296.5452208	866.6645478	1849.831016	1815.554496	1866.858169	521.0240387	865.8049539	363.0997378	172.2484332	382.9522774	285.8027395	396.0645597	171.1302075	647.9697701	1387.034233	781.3833228	701.8238406	369.2781886	239.7573965	10.476502	357.0242849	186.4439276	185.1573631	291.2985652	399.4671286	814.5361018	852.2084362	1463.31419	978.0178825	322.323458	471.6839216	163.6149897	299.848613	188.6446305	332.7557826	182.5750554	255.4361014	479.0561558	789.1718235	1476.93969	1135.498488	860.7225159	182.4053451	259.140486	270.6304293	133.6484517	339.5261995	163.2500099	632.1490394	4449.07687	927.9945671	2252.732975	792.0293601	482.0318621	340.3534567	204.0149953	337.8203731	307.6319165	94.75520158	137.2303421	1668.935252	1141.178914	1063.530255	986.339026	750.5907844	448.4343315	203.7764947	233.6015476	1019.982326	78.14131078	636.8998019	154.1432239	350.8196012	1650.599073	810.3866457	1278.298164	938.8116314	523.8092382	297.5801374	149.108278	301.2630758	199.9532061	164.8988433	36.68168109	357.3121273	345.4578256	1083.225889	1743.598014
PRR5	AT5G24470	CATMA5a22070	1034.823373	612.306087	646.4124107	538.0041477	470.5243864	528.7547099	406.301034	276.4400797	275.2124728	282.9172206	585.5797016	1432.04331	2002.16091	688.9203112	962.198005	461.6067352	469.6342062	486.980791	456.840599	463.5572158	520.2496009	444.459566	403.1931016	1112.954995	836.1009957	784.2290641	656.8232378	662.5176085	789.7536662	678.3009415	255.0002298	432.0572557	402.1289032	441.9175836	299.7852906	910.6263047	2708.779698	710.1300292	403.4858993	525.2350809	521.03423	552.8688696	262.6046818	573.3815112	414.3996743	358.3876234	393.4870222	1355.525831	1293.424672	664.1082507	654.656357	477.1799423	540.1552967	559.2400175	274.5220913	408.3371149	437.0182918	308.6265706	131.7816607	1476.90085	1633.001103	477.8643019	625.3456556	677.8437405	465.0625801	369.7567915	389.786515	514.1885292	409.9434749	463.8294028	319.8319581	790.056094	1345.870607	850.0510724	885.7098666	603.9486671	2182.585719	627.4514472	593.5528397	351.8414652	506.2212965	234.0814526	471.0720871	2556.723798	2007.35665	974.1190453	561.8662943	282.4363572	442.5308964	438.1545496	522.7960404	478.0811787	434.939361	380.4569511	280.9380516	1127.285126
TOC1	AT5G61380	CATMA5a57025	1238.593693	1390.385648	1569.703271	1043.728555	1016.531508	1035.976929	727.6273895	358.3352548	525.9040085	327.7038491	514.7826952	779.0299933	1905.381089	967.7980056	2748.794844	754.1745288	671.8134616	774.8966667	1297.907875	637.5547993	389.7686901	349.2582141	441.7572206	510.8077215	955.9101849	1744.55238	1177.847945	1139.53037	860.643487	972.7882299	643.5940789	642.5922295	328.4018304	257.1485528	297.9938526	664.7739978	921.7431247	1712.863452	1226.528056	1329.677222	983.4089316	826.2356082	614.2023385	633.2733041	698.2719312	158.8597985	339.2245581	429.7987998	1276.31461	4499.72909	1442.176377	1934.547397	781.6812124	1105.028865	931.1599856	678.9228441	468.2823853	1033.230234	405.2469656	1043.544567	1230.836853	1886.600186	1357.764947	1317.432847	956.2336447	616.102946	1081.474003	904.2637155	220.4095374	388.4640341	395.9660277	544.8036021	1282.896075	1584.351337	1212.328955	1027.770049	2650.276745	820.6977279	873.8021425	561.1937113	362.5472823	451.2461353	593.9986714	748.2268679	1480.587276	1170.112704	1686.077283	1056.336669	1211.807303	1122.446782	623.1101741	585.8487413	538.1373933	488.2193326	369.7728134	644.0734924
GI	AT1G22770	CATMA1c71353	3440.019959	1633.910925	1112.862411	489.534412	646.197479	388.8332152	616.1586517	323.3948473	418.9445104	880.9585816	1322.097996	3746.659955	4394.672526	1743.686435	1832.607902	580.6607566	575.0319702	360.2478575	332.0175219	238.6276504	491.7720363	1424.977634	1189.747345	2924.712137	1807.613323	2853.437543	1061.501938	624.7408468	423.1155608	497.9934201	421.2844916	452.7426532	547.3552112	904.3307485	987.7313399	3047.300799	4188.175232	2695.381633	1697.912973	1007.241028	539.3140258	473.7778742	614.0596521	569.2440135	503.3696324	1117.802801	2143.355066	2107.352762	5094.273601	1397.923657	1221.842506	592.6500728	575.0893589	499.4971139	621.4381936	413.4151857	353.3917904	818.0876553	1542.057857	4363.279813	4922.834659	3551.511004	1554.06056	1340.47188	663.0390294	507.6835854	419.6293107	487.1601542	464.0874806	753.9404383	1321.119386	3704.228935	3323.09313	2290.421385	781.1037491	545.9735305	3011.493125	409.7372927	283.4103244	486.3407819	452.5707353	1065.674136	1479.430912	4398.963362	5281.824902	3489.25304	2299.662308	777.126091	658.9117447	366.0285327	437.8309594	336.5263197	409.1602694	349.2277211	983.0644759	3789.26812
LUX	AT3G46640	CATMA3a39720	2128.318339	1718.539528	1634.947098	1994.068203	1306.492511	1350.058989	1366.270843	553.6411459	852.6205302	904.0354506	969.9998561	2598.325487	4028.70016	3056.294604	2170.093698	1194.058306	1399.006122	1139.693907	627.7424144	946.8355871	711.8054467	580.9712742	658.7707763	712.1917942	2632.318492	3680.244651	2754.894183	2250.918412	1853.137698	1062.104747	767.7445102	931.7787069	1075.630944	932.325092	852.8939602	1050.319509	4649.927477	3960.227707	1594.639505	2839.430334	1900.083336	1147.153098	1193.741744	970.3893367	1042.866181	727.3674677	608.7378643	969.4846615	2381.426967	1095.941868	2728.679016	1697.63054	1242.811017	519.0072631	1140.90004	1057.675636	1080.616986	421.908078	1098.26	1272.144538	3676.164959	1410.9692	2291.542885	1754.907873	1401.088936	987.1842979	1121.1459	1260.971584	756.0868815	356.4168277	722.9040516	1132.336762	4053.235035	3397.956151	2662.206599	1841.28973	4537.089897	1248.803413	786.113994	923.067712	851.5379613	600.9786728	1089.625616	2165.474412	2716.006167	3701.950656	2536.584367	2218.991183	853.868315	715.1215049	1401.897476	850.8545387	533.3061745	886.7493338	781.8251819	866.7091438
ELF4	AT2G40080	CATMA2a38300	37451.40468	21061.87011	42206.03404	17479.41099	19793.20022	10964.56746	8766.152612	5464.264976	6749.132632	4420.42332	5329.165936	13742.90457	32512.08391	28818.88583	51526.1404	22648.5497	13642.877	11251.35379	12136.20963	8758.707467	6307.546537	5731.433762	4839.135664	11170.3867	35436.11171	21425.18038	23767.74761	25577.34685	20019.26102	9036.778212	7935.153302	8735.891786	7190.117889	4679.082271	5936.005486	7900.635182	15988.45817	32463.40077	34404.43187	40051.60009	36005.94247	11211.52176	11278.59243	10701.13736	6989.392304	4235.414263	3713.49433	9004.961109	44453.26514	62858.65577	35507.77549	38833.57805	18570.41724	10621.92399	10774.01434	8898.618121	5043.966365	4541.3498	4710.000671	6585.733101	44446.4496	58680.83339	33192.77829	36628.02724	21348.87726	14630.05852	10671.80574	11367.66063	3562.606976	3717.551518	4144.315322	9537.058095	16630.15944	56354.55445	20169.64652	14576.15768	27582.53892	10741.68939	6214.221627	5043.652975	4098.403035	2889.713482	6416.458053	8230.087308	38627.70622	50659.13174	18892.69614	21746.85914	19930.29798	13813.43385	10784.16915	6824.120658	5624.78934	5218.766723	5618.166362	8874.199923
ELF3	AT2G25930	CATMA2a24315	114.2331358	94.87653139	162.5473575	105.3531146	91.79097996	128.5006515	197.4333508	87.17386837	78.54614269	101.8048362	212.3275894	84.90786839	106.0386398	163.2167228	171.6195835	10.31961733	188.026295	101.9202137	214.3071725	126.7657256	138.3060799	63.27093467	108.9732075	200.8919816	194.4316124	81.98848021	143.463873	195.6740919	186.7516209	108.8389674	139.8885966	191.2601163	150.8586292	127.300319	102.3591118	114.8480361	71.77238345	132.4047948	181.6414337	72.99056204	103.7451508	92.04148301	108.93939	28.71998971	177.1486026	806.8161968	417.3671351	93.6200963	169.3197286	179.1986838	74.5598691	222.4514609	61.98176862	188.0496152	275.8793545	103.2221341	135.5588451	229.9091091	66.42547918	34.97136909	186.5752278	461.3955293	146.0550729	30.53858075	77.82653027	11.90523769	111.0716314	58.56526369	155.0834697	233.5513586	115.3505094	100.8039867	147.9818976	187.2203959	195.5559813	183.2418373	266.8832653	153.1229278	92.81760277	75.74313545	216.4406287	102.1440198	128.3745938	183.5867712	57.84174785	244.9764486	354.1692153	164.6051013	168.3931784	232.3953793	113.5162581	170.8681583	200.9805584	129.3407098	107.3614222	119.9570277
